group_id,id,total.minutes,date_arrive,id_count,date
2018-09-01_14,1023_3117,138.0,01/09/2018,2,2018-09-01
2018-09-01_15,2031_2538_2539_2542,41.0,01/09/2018,4,2018-09-01
2018-09-01_16,1007_2544,56.0,01/09/2018,2,2018-09-01
2018-09-01_2,1028_1102_1116_1121_2039_2513_2522_3061,285.0,01/09/2018,8,2018-09-01
2018-09-01_2031,2031,412.0,01/09/2018,1,2018-09-01
2018-09-01_2513,2513,33.0,01/09/2018,1,2018-09-01
2018-09-01_2539,2539,325.0,01/09/2018,1,2018-09-01
2018-09-01_3,1101_1124,557.0,01/09/2018,2,2018-09-01
2018-09-01_4,3040_3041,83.5,01/09/2018,2,2018-09-01
2018-09-01_6,1008_1030_1035_3077,122.75,01/09/2018,4,2018-09-01
2018-09-01_7,1011_1031_2538_2542,44.25,01/09/2018,4,2018-09-01
2018-09-01_8,1122_3040_3041,118.33333333333333,01/09/2018,3,2018-09-01
2018-09-01_9,1007_2513_2544,64.66666666666667,01/09/2018,3,2018-09-01
2018-09-02_1,1007_1008_1010_1016_2523_2539,262.3333333333333,02/09/2018,6,2018-09-02
2018-09-02_1124,1124,52.0,02/09/2018,1,2018-09-02
2018-09-02_2,1030_1035_1102_1104_1115_1120_1121_3041_3077,472.1111111111111,02/09/2018,9,2018-09-02
2018-09-02_2030,2030,385.0,02/09/2018,1,2018-09-02
2018-09-02_2038,2038,367.0,02/09/2018,1,2018-09-02
2018-09-02_4,1023_1028_1106_1116_2031_2039_2522_2544_3061_3117,501.7,02/09/2018,10,2018-09-02
2018-09-02_5,1009_1031_2538_2542_3142,188.6,02/09/2018,5,2018-09-02
2018-09-02_6,1008_1010_1016_2513_2539,62.0,02/09/2018,5,2018-09-02
2018-09-02_8,1010_2513_2539,78.0,02/09/2018,3,2018-09-02
