id,date,total.minutes
2038,2018-08-06,293.0
2038,2018-08-07,0.0
2038,2018-08-08,283.0
2038,2018-08-09,0.0
2038,2018-08-10,166.0
2038,2018-08-11,497.0
2038,2018-08-12,292.0
2038,2018-08-13,557.0
2038,2018-08-14,1.0
2038,2018-08-15,565.0
2038,2018-08-16,361.0
2038,2018-08-17,259.0
2038,2018-08-18,1935.0
2038,2018-08-19,0.0
2038,2018-08-20,0.0
2038,2018-08-21,519.0
2038,2018-08-22,0.0
2038,2018-08-23,0.0
2038,2018-08-24,451.0
2038,2018-08-25,155.0
2038,2018-08-26,617.0
2038,2018-08-27,0.0
2038,2018-08-28,494.0
2038,2018-08-29,252.0
2038,2018-08-30,557.0
2038,2018-08-31,264.0
2038,2018-09-01,118.0
2038,2018-09-02,367.0
2039,2018-07-23,0.0
2039,2018-07-24,0.0
2039,2018-07-25,0.0
2039,2018-07-26,421.0
2039,2018-07-27,479.0
2039,2018-07-28,0.0
2039,2018-07-29,547.0
2039,2018-07-30,366.0
2039,2018-07-31,0.0
2039,2018-08-01,561.0
2039,2018-08-02,506.0
2039,2018-08-03,359.0
2039,2018-08-04,612.0
2039,2018-08-05,187.0
2039,2018-08-06,293.0
2039,2018-08-07,0.0
2039,2018-08-08,0.0
2039,2018-08-09,0.0
2039,2018-08-10,0.0
2039,2018-08-11,492.0
2039,2018-08-12,227.0
2039,2018-08-13,558.0
2039,2018-08-14,0.0
2039,2018-08-15,568.0
2039,2018-08-16,123.0
2039,2018-08-17,0.0
2039,2018-08-18,159.0
2039,2018-08-19,298.0
2039,2018-08-20,193.0
2039,2018-08-21,516.0
2039,2018-08-22,0.0
