date,pooled_group,net_food_weight_gram,gift,anon_id,kcal
18.08.18,6.0,500.0,0.0,P016,155.0
18.08.18,6.0,500.0,0.0,P042,155.0
18.08.18,7.0,4850.0,0.0,P016,5771.5
18.08.18,7.0,4850.0,0.0,P042,5771.5
18.08.18,8.0,1900.0,0.0,P061,1737.512
18.08.18,8.0,1900.0,0.0,P009,1737.512
18.08.18,9.0,2750.0,0.0,P051,3272.5
18.08.18,9.0,2750.0,0.0,P036,3272.5
18.08.18,9.0,2750.0,0.0,P056,3272.5
19.08.18,1.0,1000.0,0.0,P024,340.0
19.08.18,1.0,1000.0,0.0,P074,340.0
19.08.18,1.0,1000.0,0.0,P029,340.0
19.08.18,2.0,198.45,0.0,P045,104.58315
19.08.18,2.0,198.45,0.0,P037,104.58315
19.08.18,3.0,500.0,0.0,P061,738.0
19.08.18,3.0,500.0,0.0,P050,738.0
19.08.18,4.0,6000.0,0.0,P055,3162.0
19.08.18,4.0,6000.0,0.0,P015,3162.0
19.08.18,4.0,6000.0,0.0,P008,3162.0
20.08.18,1.0,100.0,0.0,P037,52.7
20.08.18,1.0,100.0,0.0,P045,52.7
20.08.18,10.0,2350.0,0.0,P050,2796.5
20.08.18,10.0,2350.0,0.0,P073,2796.5
20.08.18,10.0,2350.0,0.0,P028,2796.5
20.08.18,2.0,7600.0,0.0,P013,12545.624000000002
20.08.18,2.0,7600.0,0.0,P010,12545.624000000002
20.08.18,3.0,4900.0,0.0,P010,5831.0
20.08.18,3.0,4900.0,0.0,P013,5831.0
20.08.18,4.0,1500.0,0.0,P028,1785.0
20.08.18,4.0,1500.0,0.0,P050,1785.0
20.08.18,4.0,1500.0,0.0,P073,1785.0
20.08.18,5.0,500.0,0.0,P028,294.28571450000004
20.08.18,5.0,500.0,0.0,P073,294.28571450000004
20.08.18,6.0,100.0,0.0,P026,34.31
20.08.18,6.0,100.0,0.0,P042,34.31
20.08.18,7.0,250.0,0.0,P067,131.25
20.08.18,7.0,250.0,0.0,P071,131.25
20.08.18,8.0,6500.0,0.0,P026,7735.0
20.08.18,8.0,6500.0,0.0,P042,7735.0
20.08.18,9.0,500.0,0.0,P071,262.5
20.08.18,9.0,500.0,0.0,P067,262.5
21.08.18,1.0,1750.0,0.0,P024,2082.5
21.08.18,1.0,1750.0,0.0,P016,2082.5
21.08.18,2.0,1000.0,0.0,P051,1190.0
21.08.18,2.0,1000.0,0.0,P029,1190.0
21.08.18,3.0,250.0,0.0,P063,297.5
21.08.18,3.0,250.0,0.0,P018,297.5
21.08.18,4.0,400.0,0.0,P018,590.4
21.08.18,4.0,400.0,0.0,P063,590.4
21.08.18,5.0,6500.0,0.0,P055,3412.5
21.08.18,5.0,6500.0,0.0,P069,3412.5
22.08.18,1.0,500.0,0.0,P028,249.255
22.08.18,1.0,500.0,0.0,P020,249.255
22.08.18,2.0,450.0,0.0,P063,55.125
22.08.18,2.0,450.0,0.0,P056,55.125
22.08.18,3.0,1600.0,0.0,P042,1100.8
22.08.18,3.0,1600.0,0.0,P005,1100.8
22.08.18,4.0,150.0,0.0,P063,88.28571435
22.08.18,4.0,150.0,0.0,P056,88.28571435
22.08.18,4.0,150.0,0.0,P052,88.28571435
22.08.18,4.0,150.0,0.0,P045,88.28571435
22.08.18,5.0,2100.0,0.0,P028,257.25
22.08.18,5.0,2100.0,0.0,P073,257.25
22.08.18,6.0,450.0,0.0,P072,309.59999999999997
22.08.18,6.0,450.0,0.0,P008,309.59999999999997
22.08.18,7.0,250.0,0.0,P072,297.5
22.08.18,7.0,250.0,0.0,P008,297.5
22.08.18,8.0,500.0,0.0,P016,344.0
22.08.18,8.0,500.0,0.0,P026,344.0
22.08.18,9.0,1550.0,0.0,P050,772.6905
22.08.18,9.0,1550.0,0.0,P061,772.6905
23.07.18,1.0,1100.0,0.0,P027,247.24999970000002
23.07.18,1.0,1100.0,0.0,P024,247.24999970000002
23.07.18,1.0,1100.0,0.0,P016,247.24999970000002
23.07.18,1.0,1100.0,0.0,P014,247.24999970000002
23.07.18,1.0,1100.0,0.0,P052,247.24999970000002
23.07.18,1.0,1100.0,0.0,P063,247.24999970000002
23.08.18,1.0,600.0,0.0,P009,600.9118110000001
23.08.18,1.0,600.0,0.0,P059,600.9118110000001
23.08.18,2.0,1650.0,0.0,P036,1135.1999999999998
23.08.18,2.0,1650.0,0.0,P040,1135.1999999999998
23.08.18,3.0,750.0,0.0,P029,516.0
23.08.18,3.0,750.0,0.0,P025,516.0
24.07.18,1.0,250.0,0.0,P074,777.5
24.07.18,1.0,250.0,0.0,P018,777.5
24.07.18,1.0,250.0,0.0,P024,777.5
24.07.18,10.0,2750.0,0.0,P014,3272.5
24.07.18,10.0,2750.0,0.0,P009,3272.5
24.07.18,11.0,1000.0,0.0,P049,7377.0
24.07.18,11.0,1000.0,0.0,P067,7377.0
24.07.18,12.0,3600.0,0.0,P015,10692.0
24.07.18,12.0,3600.0,0.0,P010,10692.0
24.07.18,13.0,5500.0,0.0,P042,2887.5
